Date,AAPL,AMD,AMZN,CVX,GOOG,JPM,KO,META,MSFT,NVDA,PEP,TSLA,XOM
2017-01-03,,,,,,,,,,,,,
2017-01-04,0.9988806363337709,1.0,1.0046572846108364,0.9997454019768139,1.0009666203107401,1.0018440386448402,0.9964121778141789,1.015659771707275,0.9955255025754937,1.0233310132465125,1.001910913208966,1.0460850962837949,0.9889978746458162
2017-01-05,1.0039604854864963,0.9833770315848916,1.0355328130183288,0.9954176158634913,1.0100236746688087,0.99262205585199,0.9988043215081309,1.0326031689806112,0.9955255025754937,0.9973527474048022,1.0005732452429883,1.0449790687402347,0.9742544550016936
2017-01-06,1.0151526259590484,0.990376149832494,1.0561519290929,0.9914296106817846,1.0254535200437807,0.9927373711818155,0.9985649195386078,1.0560500280655443,1.0041545468386448,1.0106849583399844,0.9991397492061634,1.0553942658237025,0.973704395849604
2017-01-09,1.0244510889518283,1.0052492969676663,1.057385921733283,0.9829442141315784,1.0260894596048828,0.9934292631607674,0.9885168751458818,1.068800226575526,1.0009586998812685,1.0516611903886526,0.9886286256349566,1.0658556105664951,0.9576409221896225
2017-01-10,1.025484457331625,1.0008748272038972,1.056032477795472,0.9754770195336959,1.0237234593743252,0.9963105805338328,0.9818185823251996,1.0640937748137476,1.0006392235974193,1.043721045971315,0.9743906421256178,1.0593576245821987,0.9454285536233547
2017-01-11,1.0309943541636428,0.9798774724610906,1.0601722750906695,0.9837077229905058,1.0276923128067805,1.0038037281636274,0.9820579237785523,1.0789833711813863,1.0097473128927685,1.0308793938898135,0.9728617966796387,1.0587124143796105,0.9551099967534199
2017-01-12,1.026689388801504,0.9413823220992783,1.0795706596434707,0.9856595144079855,1.0257206459479828,0.9941209314436383,0.9796654169875789,1.083518760524579,1.0004792483044889,1.014018177155806,0.9731483235687943,1.0580672041770223,0.949939214568803
2017-01-13,1.0248817066081641,0.925634264324138,1.0842145819057813,0.9875262179872458,1.0276540821228337,0.9994234233508733,0.9779908740404936,1.098237097245632,1.0019172642476768,1.013920236212297,0.9703773510306687,1.0956726680598863,0.9500490881934038
2017-01-17,1.0331466587268865,0.859142557535846,1.0743694667096833,0.9866777163603093,1.02349456415407,0.963112516220762,0.9861250945489514,1.094215289614197,0.9992008688670801,0.9911772482428992,0.9764930200116009,1.0856721406580654,0.9611613384554922
2017-01-18,1.0330606634404542,0.8643919379395831,1.0713973564618045,0.9837929058989355,1.0253517345143977,0.9676080245153009,0.9877993954313559,1.0946430771459952,0.9987216883200216,1.0092144206271216,0.9817484381986965,1.0984838516154976,0.9492792189712863
2017-01-19,1.031252767505723,0.8547681712081479,1.0734672044944464,0.9807383951121744,1.020397096540886,0.9602303040633722,0.9842110891161726,1.0914769760634895,0.9955255025754938,1.0308793938898133,0.9781175977960884,1.1233698339343516,0.9322253749900742
2017-01-20,1.0331466587268867,0.8530183499282118,1.0725251589233715,0.9809077151567205,1.0240161049933871,0.964495517242382,0.9885168751458815,1.0871127806242162,1.0025566233599568,1.0196058408486237,0.9865265349459892,1.1278399599174616,0.9449883052750395
2017-01-23,1.0338356184781714,0.8670165864234162,1.0851965120626073,0.9791258142050486,1.0421934752249038,0.9649564430175617,0.9911486023578671,1.1032859368152492,1.0060719466011823,1.0301925735330542,0.9938844267514062,1.1471497227844178,0.9348660484092258
2017-01-24,1.0328885303733286,0.9133857656727986,1.0912469227371802,0.9874415104298676,1.0479939793028272,0.9765994884965409,1.002392748855654,1.1070511508188052,1.0150207381779037,1.0521517492423336,1.000573245242988,1.1733721413173177,0.9361861024250847
2017-01-25,1.049332510571471,0.9055118202212995,1.1099288019652371,0.9948236171895308,1.0630040693678655,0.991699645061428,1.0076554770855821,1.125106979754283,1.0175774292952908,1.0566610186123855,0.9996176450399973,1.1727268651895018,0.938937026393793
2017-01-26,1.0498490522671085,0.9203849673564718,1.1134183995287545,0.9889690985689843,1.0585264838418655,0.9999997763039188,1.0002396440342036,1.1362314278610322,1.0270052659042104,1.0748947372117315,0.9951265538435528,1.163694186054177,0.9417975098829722
2017-01-27,1.0499353325420624,0.9335082932117079,1.108933711919711,0.9655492177528028,1.0472815783738316,1.0020744456084096,0.9916271642322317,1.1310967941114556,1.051134770951766,1.0956766286145854,0.9888198988472964,1.1657219142049082,0.9408075164866974
2017-01-30,1.0471803485024884,0.9282589128079709,1.1017820210207965,0.948832927605366,1.0205816989227068,0.991699645061428,0.9899525607689762,1.120828184038969,1.040747827916996,1.0785217788580805,0.990826352930094,1.1550302926420848,0.9336559308387935
2017-01-31,1.044769559350035,0.9072615580651643,1.0926267876823037,0.9448450174938695,1.0135472530764706,0.975561650528113,0.9944976277358675,1.1151806260043013,1.0330777545648346,1.070286862570065,0.991686507991592,1.1610213136260847,0.9229836148208902
2017-02-01,1.1084803820670117,1.0551181187769207,1.104395878606303,0.9418751191942762,1.0121543264178823,0.9792502870579962,0.9870815526198079,1.1400821073312146,1.015979438059172,1.1170472096226596,0.9843286161861748,1.1486243382755272,0.91253148579797
