Date,AAPL,AMD,AMZN,CVX,GOOG,JPM,KO,META,MSFT,NVDA,PEP,TSLA,XOM
2017-01-03,0.9988807074214088,1.0,1.0046572846108364,0.9997454970228286,1.0009668158641107,1.0018444868622114,0.9964117548524278,1.0156598384794615,0.9955256371808404,1.0233307241061087,1.001911104673643,1.0460850962837949,0.9889980575790852
2017-01-04,0.9988807074214088,1.0,1.0046572846108364,0.9997454970228286,1.0009668158641107,1.0018444868622114,0.9964117548524278,1.0156598384794615,0.9955256371808404,1.0233307241061087,1.001911104673643,1.0460850962837949,0.9889980575790852
2017-01-05,1.0039604148037025,0.9833770315848916,1.0355328130183288,0.995417805568282,1.0100236746688085,0.992622723639698,0.9988038981120896,1.0326031711240309,0.9955256371808404,0.997352937715266,1.000573436707665,1.0449790687402347,0.9742548818088388
2017-01-06,1.0151528418596332,0.990376149832494,1.0561519290929,0.9914297049372152,1.0254534222670952,0.9927378153249332,0.9985647382506668,1.0560500317504231,1.0041546831980377,1.010684671599903,0.9991400364031788,1.0553942658237023,0.9737048223803074
2017-01-09,1.024451306177391,1.0052492969676663,1.057385921733283,0.982944212510081,1.0260895573815678,0.99342926022107,0.9885172403275814,1.0688002310986373,1.000958835591034,1.051661180582946,0.988628721367295,1.0658556105664951,0.9576415291099288
2017-01-10,1.0254845322101558,1.0008748272038972,1.056032477795472,0.9754772073427294,1.0237234593743252,0.9963114736679394,0.9818184645936896,1.0640937790274438,1.0006390882124678,1.043720847864717,0.9743906421256175,1.0593576245821987,0.9454289659435569
2017-01-11,1.0309945010744428,0.9798774724610906,1.0601722750906697,0.983707911582034,1.0276923128067803,1.0038045128020203,0.9820576244551124,1.0789835078593062,1.009747789176236,1.030878723700679,0.9728619881443156,1.0587124143796105,0.9551106652226248
2017-01-12,1.026689891334574,0.9413823220992784,1.0795706596434709,0.9856597031850712,1.0257206459479828,0.9941213762057504,0.9796652996469728,1.0835188317579965,1.0004794516742386,1.0140175101670652,0.973148515033471,1.0580672041770225,0.949939629155914
2017-01-13,1.0248818526479466,0.925634264324138,1.0842145819057811,0.98752631187158,1.0276540821228335,0.999423534941008,0.9779903939069424,1.0982373666746852,1.0019174679097351,1.01391975905014,0.9703774467630067,1.0956726680598865,0.9500499425817364
2017-01-17,1.0331469484386584,0.859142557535846,1.0743694667096833,0.9866780953746342,1.02349456415407,0.9631124997175836,0.9861242498416896,1.094215427293504,0.9992012074918588,0.9911768703015404,0.9764930200116004,1.0856721406580654,0.9611622612493312
