file,relative_path,column_position,column,dtype,non_null_count,missing_count,missing_rate,unique_count,sample_min,sample_max,possible_date_or_timestamp,timestamp_precision,column_class,data_layer,sample_values
taq.csv,data\raw\taq\taq.csv,57,SellVol_LR1,int64,1000,0,0.0,948,51500,11387400,False,,TRADE_DIRECTION,DERIVED_OR_AGGREGATED_FIELD,852300 | 637700 | 758400 | 462400 | 819400 | 736300 | 1003100 | 3215700 | 1188200 | 1088800
taq.csv,data\raw\taq\taq.csv,58,BuyDollar_LR1,float64,1000,0,0.0,1000,1363125.0,279393037.5,False,,TRADE_DIRECTION,DERIVED_OR_AGGREGATED_FIELD,32242250.0 | 40470150.0 | 34983112.5 | 18512162.5 | 32724925.0 | 37793125.0 | 45290762.5 | 140243700.0 | 41225787.5 | 51700087.5
taq.csv,data\raw\taq\taq.csv,59,SellDollar_LR1,float64,1000,0,0.0,998,2201350.0,368285200.0,False,,TRADE_DIRECTION,DERIVED_OR_AGGREGATED_FIELD,42018362.5 | 31402987.5 | 37716750.0 | 23193887.5 | 40913662.5 | 35457650.0 | 47667137.5 | 154643650.0 | 57636737.5 | 53191162.5
taq.csv,data\raw\taq\taq.csv,60,ESpreadDollar_Avg1,float64,1000,0,0.0,986,0.0951735358,2.5891714083,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.2040939922 | 0.2521691974 | 0.2319587629 | 0.2647503782 | 0.2404773385 | 0.2332106716 | 0.2481008287 | 0.2173314993 | 0.209486166 | 0.2170616114
taq.csv,data\raw\taq\taq.csv,61,ESpreadPct_Avg1,float64,1000,0,0.0,1000,0.0011884914,0.0884948355,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.0041327556 | 0.0051124212 | 0.0046625858 | 0.0052775591 | 0.0047963703 | 0.0048404441 | 0.0052194369 | 0.0045131587 | 0.0043089074 | 0.004426786
taq.csv,data\raw\taq\taq.csv,62,RSpreadDollar_Avg1,float64,1000,0,0.0,997,-0.017875448,2.5880156472,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.160125969 | 0.1849240781 | 0.1791237113 | 0.1868381241 | 0.2021456123 | 0.2049218031 | 0.1723066298 | 0.1858092618 | 0.1803359684 | 0.1678909953
taq.csv,data\raw\taq\taq.csv,63,RSpreadPct_Avg1,float64,1000,0,0.0,1000,-0.000428156,0.0884566222,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.0032430455 | 0.0037582517 | 0.0036011008 | 0.003728264 | 0.004030322 | 0.0042530382 | 0.0036230927 | 0.0038608508 | 0.0037100702 | 0.0034310604
taq.csv,data\raw\taq\taq.csv,64,PriceImpactDollar_Avg1,float64,1000,0,0.0,992,-0.027294959,0.1610712455,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.0439680233 | 0.0672451193 | 0.0528350515 | 0.0779122542 | 0.0383317261 | 0.0282888684 | 0.0757941989 | 0.0315222375 | 0.0291501976 | 0.0491706161
taq.csv,data\raw\taq\taq.csv,65,PriceImpactPct_Avg1,float64,1000,0,0.0,1000,-0.000974611,0.0036701826,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.0008897101 | 0.0013541695 | 0.001061485 | 0.0015492951 | 0.0007660483 | 0.0005874058 | 0.0015963442 | 0.0006523078 | 0.0005988371 | 0.0009957256
taq.csv,data\raw\taq\taq.csv,66,ESpreadDollar_VW1,float64,1000,0,0.0,1000,0.066665948,2.7971851464,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.2279948539 | 0.2425165452 | 0.2405682421 | 0.2785184194 | 0.2373502972 | 0.2001381982 | 0.2281432643 | 0.2368196689 | 0.209981076 | 0.2284893431
taq.csv,data\raw\taq\taq.csv,67,ESpreadDollar_SW1,float64,1000,0,0.0,1000,0.0667355141,2.8338391417,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.2277156921 | 0.2423314993 | 0.2404057018 | 0.2788577275 | 0.2375136184 | 0.2001942835 | 0.2284529114 | 0.2367174377 | 0.2099655935 | 0.2285494331
taq.csv,data\raw\taq\taq.csv,68,ESpreadPct_VW1,float64,1000,0,0.0,1000,0.000812723,0.0956946418,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.0046122223 | 0.0049056883 | 0.0048263793 | 0.0055496255 | 0.004737534 | 0.0041507024 | 0.004798021 | 0.0049143547 | 0.0043202008 | 0.004656988
taq.csv,data\raw\taq\taq.csv,69,ESpreadPct_SW1,float64,1000,0,0.0,1000,0.0008135732,0.0969654071,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.0046068786 | 0.0049027945 | 0.0048232744 | 0.0055565123 | 0.0047418913 | 0.0041520168 | 0.0048048075 | 0.0049123553 | 0.0043199635 | 0.0046586064
taq.csv,data\raw\taq\taq.csv,70,RSpreadDollar_SW1,float64,1000,0,0.0,1000,-0.093283582,2.831761781,False,,EXECUTION_COST_METRIC,DERIVED_OR_AGGREGATED_FIELD,0.1747738309 | 0.1695323246 | 0.1872601425 | 0.2080524795 | 0.2186606292 | 0.1492031085 | 0.1679341425 | 0.2057207156 | 0.1752764807 | 0.2047893435
