Date,AAPL,AMD,AMZN,CVX,GOOG,JPM,KO,META,MSFT,NVDA,PEP,TSLA,XOM
2017-01-03,26.7708797454834,11.430000305175781,37.68349838256836,80.2500991821289,39.01438522338867,68.21211242675781,31.51800537109375,116.04935455322266,56.29930877685547,2.5122079849243164,79.69506072998047,14.465999603271484,60.723419189453125
2017-01-04,26.740915298461914,11.430000305175781,37.85900115966797,80.22967529296875,39.05210494995117,68.33792877197266,31.404911041259766,117.86666870117188,56.04740524291992,2.570819616317749,79.84736633300781,15.13266658782959,60.05534362792969
2017-01-05,26.876903533935547,11.239999771118164,39.022499084472656,79.88237762451172,39.405452728271484,67.70889282226562,31.48030662536621,119.83293151855469,56.04740524291992,2.5055580139160156,79.74076080322266,15.116666793823242,59.16008758544922
2017-01-06,27.17653465270996,11.319999694824219,39.79949951171875,79.56233215332031,40.0074348449707,67.71674346923828,31.472768783569336,122.55392456054688,56.5332145690918,2.5390501022338867,79.62652587890625,15.267333030700684,59.126686096191406
2017-01-09,27.42546272277832,11.489999771118164,39.84600067138672,78.8813705444336,40.03225326538086,67.76390838623047,31.156091690063477,124.03357696533203,56.35329055786133,2.64199161529541,78.78882598876953,15.41866683959961,58.151268005371094
2017-01-10,27.453123092651367,11.4399995803833,39.79499816894531,78.28214263916016,39.93994140625,67.96051025390625,30.94495964050293,123.48739624023438,56.335289001464844,2.6220438480377197,77.65412139892578,15.324666976928711,57.4096794128418
2017-01-11,27.600629806518555,11.199999809265137,39.95100021362305,78.94265747070312,40.094783782958984,68.47162628173828,30.952497482299805,125.21533966064453,56.84810256958008,2.5897817611694336,77.53229522705078,15.315333366394043,57.99758529663086
2017-01-12,27.48539161682129,10.760000228881836,40.68199920654297,79.09928894042969,40.017860412597656,67.81111907958984,30.87709617614746,125.74166107177734,56.32630157470703,2.5474228858947754,77.55513000488281,15.305999755859375,57.6835823059082
2017-01-13,27.436988830566406,10.579999923706055,40.856998443603516,79.24908447265625,40.093292236328125,68.17279052734375,30.82430648803711,127.44973754882812,56.40726089477539,2.547177314758301,77.33428955078125,15.850000381469727,57.69028091430664
2017-01-17,27.658252716064453,9.819999694824219,40.486000061035156,79.18101501464844,39.93101119995117,65.69593811035156,31.080669403076172,126.98299407958984,56.254337310791016,2.4900424480438232,77.82167053222656,15.70533275604248,58.36505889892578
2017-01-18,27.655941009521484,9.880000114440918,40.374000549316406,78.9494857788086,40.00346755981445,66.00260162353516,31.13346290588379,127.03263854980469,56.22734832763672,2.5353569984436035,78.24050903320312,15.890666961669922,57.64350509643555
