date,symbol,BB_1pm,BO_1pm,MID_1pm,quote_set,violation_type,BB_c1,BO_c1,Mid_c1,BB_4pm,BO_4pm,Mid_4pm,LBB,LBO,LMid
06/12/1996,ORCL,,,,c1,BID_GREATER_THAN_ASK,46.125,45.75,45.9375,,,,,,
19/12/1996,ORCL,,,,c1,BID_GREATER_THAN_ASK,42.125,41.875,42.0,,,,,,
10/07/1996,PEP,,,,c1,BID_GREATER_THAN_ASK,33.375,33.125,33.25,,,,,,
21/03/1996,PFE,,,,c1,BID_GREATER_THAN_ASK,67.125,67.0,67.0625,,,,,,
03/09/1996,PFE,,,,c1,BID_GREATER_THAN_ASK,71.0,70.875,70.9375,,,,,,
10/07/1996,SPY,,,,c1,BID_GREATER_THAN_ASK,65.71875,65.625,65.671875,,,,,,
07/06/1996,WFC,,,,c1,BID_GREATER_THAN_ASK,247.5,247.375,247.4375,,,,,,
10/01/1997,AAPL,,,,c1,BID_GREATER_THAN_ASK,18.125,17.875,18.0,,,,,,
28/02/1997,AAPL,,,,c1,BID_GREATER_THAN_ASK,16.5,16.375,16.4375,,,,,,
31/03/1997,AAPL,,,,c1,BID_GREATER_THAN_ASK,18.75,18.375,18.5625,,,,,,
16/06/1997,AAPL,,,,c1,BID_GREATER_THAN_ASK,15.625,15.5,15.5625,,,,,,
19/08/1997,BAC,,,,c1,BID_GREATER_THAN_ASK,67.625,67.5625,67.59375,,,,,,
25/11/1997,BAC,,,,c1,BID_GREATER_THAN_ASK,75.1875,75.0,75.09375,,,,,,
30/12/1997,DIS,,,,c1,BID_GREATER_THAN_ASK,99.25,99.1875,99.21875,,,,,,
31/03/1997,GE,,,,c1,BID_GREATER_THAN_ASK,99.875,99.0,99.4375,,,,,,
15/04/1997,GE,,,,c1,BID_GREATER_THAN_ASK,103.625,102.875,103.25,,,,,,
27/10/1997,GE,,,,c1,BID_GREATER_THAN_ASK,63.125,61.9375,62.53125,,,,,,
03/01/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,138.25,130.75,134.5,,,,,,
06/01/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,138.75,138.625,138.6875,,,,,,
08/01/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,144.25,142.25,143.25,,,,,,
23/01/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,154.75,151.75,153.25,,,,,,
30/01/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,160.125,159.375,159.75,,,,,,
04/02/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,164.75,164.375,164.5625,,,,,,
18/02/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,154.5,153.875,154.1875,,,,,,
19/02/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,154.375,153.875,154.125,,,,,,
26/02/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,148.125,146.625,147.375,,,,,,
28/02/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,142.625,142.0,142.3125,,,,,,
04/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,148.375,146.25,147.3125,,,,,,
05/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,149.375,148.625,149.0,,,,,,
06/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,145.875,145.5,145.6875,,,,,,
07/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,147.375,143.5,145.4375,,,,,,
13/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,142.25,141.25,141.75,,,,,,
14/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,141.5,137.875,139.6875,,,,,,
17/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,137.25,136.5,136.875,,,,,,
18/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,137.0,136.875,136.9375,,,,,,
19/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,134.75,133.5,134.125,,,,,,
26/03/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,140.5,134.25,137.375,,,,,,
09/04/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,144.875,142.375,143.625,,,,,,
10/04/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,138.875,137.25,138.0625,,,,,,
14/04/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,133.625,132.875,133.25,,,,,,
25/04/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,144.625,144.0,144.3125,,,,,,
01/05/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,153.75,153.25,153.5,,,,,,
02/05/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,157.5,155.75,156.625,,,,,,
07/05/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,158.0,155.875,156.9375,,,,,,
23/05/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,163.125,161.75,162.4375,,,,,,
27/05/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,169.25,168.875,169.0625,,,,,,
06/06/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,146.6875,146.0,146.34375,,,,,,
09/06/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,149.1875,148.25,148.71875,,,,,,
19/06/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,147.0,146.5,146.75,,,,,,
20/06/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,148.1875,146.75,147.46875,,,,,,
23/06/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,146.375,145.1875,145.78125,,,,,,
30/06/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,142.3125,141.625,141.96875,,,,,,
09/07/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,153.375,152.75,153.0625,,,,,,
17/07/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,88.1875,87.8125,88.0,,,,,,
23/07/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,89.9375,89.375,89.65625,,,,,,
14/08/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,96.625,95.875,96.25,,,,,,
04/09/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,95.125,94.625,94.875,,,,,,
20/10/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,84.5,84.0625,84.28125,,,,,,
22/10/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,84.3125,83.9375,84.125,,,,,,
27/10/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,77.125,74.8125,75.96875,,,,,,
28/10/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,85.0,81.875,83.4375,,,,,,
05/11/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,74.75,74.625,74.6875,,,,,,
10/11/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,76.625,75.1875,75.90625,,,,,,
12/11/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,75.75,74.9375,75.34375,,,,,,
13/11/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,77.875,75.3125,76.59375,,,,,,
19/11/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,79.0,78.75,78.875,,,,,,
25/11/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,76.75,76.4375,76.59375,,,,,,
01/12/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,81.5,78.875,80.1875,,,,,,
03/12/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,79.0625,78.5,78.78125,,,,,,
09/12/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,75.75,75.625,75.6875,,,,,,
10/12/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,74.6875,74.375,74.53125,,,,,,
19/12/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,69.9375,69.25,69.59375,,,,,,
30/12/1997,INTC,,,,c1,BID_GREATER_THAN_ASK,71.9375,71.75,71.84375,,,,,,
27/03/1997,JPM,,,,c1,BID_GREATER_THAN_ASK,102.25,101.25,101.75,,,,,,
08/07/1997,JPM,,,,c1,BID_GREATER_THAN_ASK,109.125,109.0,109.0625,,,,,,
28/10/1997,JPM,,,,c1,BID_GREATER_THAN_ASK,113.875,113.5,113.6875,,,,,,
03/01/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,44.5,44.25,44.375,,,,,,
23/01/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,41.25,40.625,40.9375,,,,,,
11/03/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,36.25,35.75,36.0,,,,,,
17/04/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,37.75,37.125,37.4375,,,,,,
01/05/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,40.875,40.625,40.75,,,,,,
16/05/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,44.625,44.5,44.5625,,,,,,
16/09/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,39.5,39.125,39.3125,,,,,,
18/09/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,37.1875,36.6875,36.9375,,,,,,
07/10/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,37.5,37.375,37.4375,,,,,,
15/10/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,34.875,34.8125,34.84375,,,,,,
20/10/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,34.6875,34.5,34.59375,,,,,,
27/10/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,33.1875,31.3125,32.25,,,,,,
30/10/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,35.25,33.875,34.5625,,,,,,
03/11/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,36.0625,35.875,35.96875,,,,,,
05/11/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,37.0625,36.3125,36.6875,,,,,,
10/11/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,35.0625,34.625,34.84375,,,,,,
10/12/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,23.375,23.1875,23.28125,,,,,,
17/12/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,22.625,22.4375,22.53125,,,,,,
23/12/1997,ORCL,,,,c1,BID_GREATER_THAN_ASK,21.1875,21.125,21.15625,,,,,,
28/11/1997,PEP,,,,c1,BID_GREATER_THAN_ASK,37.125,37.0625,37.09375,,,,,,
07/07/1997,PFE,,,,c1,BID_GREATER_THAN_ASK,62.0,61.9375,61.96875,,,,,,
15/04/1997,SPY,,,,c1,BID_GREATER_THAN_ASK,75.46875,75.375,75.421875,,,,,,
26/11/1997,SPY,,,,c1,BID_GREATER_THAN_ASK,95.5,95.4375,95.46875,,,,,,
19/12/1997,SPY,,,,c1,BID_GREATER_THAN_ASK,94.8125,94.71875,94.765625,,,,,,
28/10/1997,UNH,,,,c1,BID_GREATER_THAN_ASK,46.9375,46.875,46.90625,,,,,,
13/04/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,26.4375,26.0,26.21875,,,,,,
20/04/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,28.9375,28.875,28.90625,,,,,,
21/04/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,28.9375,28.875,28.90625,,,,,,
22/04/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,28.0,27.625,27.8125,,,,,,
06/05/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,30.3125,29.875,30.09375,,,,,,
08/05/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,30.4375,30.375,30.40625,,,,,,
13/05/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,30.5,30.4375,30.46875,,,,,,
14/05/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,30.1875,30.125,30.15625,,,,,,
19/05/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,29.3125,29.0,29.15625,,,,,,
04/06/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,26.75,26.625,26.6875,,,,,,
25/06/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,28.5,28.375,28.4375,,,,,,
06/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,30.25,30.0,30.125,,,,,,
07/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,30.5,30.25,30.375,,,,,,
09/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,32.125,31.6875,31.90625,,,,,,
10/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,32.25,32.0625,32.15625,,,,,,
15/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,34.4375,34.25,34.34375,,,,,,
17/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,36.8125,36.75,36.78125,,,,,,
20/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,36.1875,36.0625,36.125,,,,,,
21/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,35.75,35.625,35.6875,,,,,,
29/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,35.0625,34.75,34.90625,,,,,,
31/07/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,35.0,34.625,34.8125,,,,,,
05/08/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,35.9375,35.5,35.71875,,,,,,
06/08/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,36.8125,36.375,36.59375,,,,,,
10/08/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,37.9375,37.875,37.90625,,,,,,
13/08/1998,AAPL,,,,c1,BID_GREATER_THAN_ASK,39.5,39.4375,39.46875,,,,,,
16/07/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,27.75,27.5,27.625,,,
23/07/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,26.75,26.25,26.5,,,
17/08/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,28.25,28.0,28.125,,,
01/11/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.25,30.875,31.0625,,,
16/11/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.75,33.25,33.5,,,
02/12/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.75,31.125,31.4375,,,
09/12/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,30.5,30.0,30.25,,,
10/12/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,30.0,28.25,29.125,,,
31/12/1993,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,29.75,29.5,29.625,,,
23/07/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,51.75,50.5,51.125,,,
26/07/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,53.25,53.0,53.125,,,
05/08/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,55.75,55.0,55.375,,,
16/08/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.25,64.0,64.125,,,
24/08/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.125,63.75,63.9375,,,
26/08/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,63.25,61.5,62.375,,,
15/09/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.75,63.5,64.125,,,
17/09/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.25,64.0,64.125,,,
28/09/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,72.5,70.5,71.5,,,
13/10/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.75,63.75,64.25,,,
19/10/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,62.625,62.25,62.4375,,,
09/11/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.625,61.25,61.4375,,,
15/11/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,60.75,60.25,60.5,,,
17/11/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.75,59.0,59.375,,,
23/11/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,58.75,58.0,58.375,,,
02/12/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,62.75,61.75,62.25,,,
06/12/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.25,58.5,58.875,,,
08/12/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.75,59.5,59.625,,,
14/12/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,57.25,57.0,57.125,,,
15/12/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,58.75,58.625,58.6875,,,
22/12/1993,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.75,61.25,61.5,,,
14/07/1993,JNJ,,,,4pm,BID_GREATER_THAN_ASK,,,,40.5,40.375,40.4375,,,
30/07/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,51.375,50.375,50.875,,,
25/08/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,55.375,54.875,55.125,,,
27/08/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,51.25,50.25,50.75,,,
02/09/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,52.625,52.5,52.5625,,,
09/09/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,51.25,51.125,51.1875,,,
14/09/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,49.0,48.75,48.875,,,
07/10/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,59.125,58.5,58.8125,,,
13/10/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,63.75,63.0,63.375,,,
15/10/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,64.125,63.875,64.0,,,
26/10/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,59.625,59.0,59.3125,,,
28/10/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,60.25,58.25,59.25,,,
04/11/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,57.875,55.75,56.8125,,,
08/11/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,61.125,59.0,60.0625,,,
18/11/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.5,31.125,31.3125,,,
03/12/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,35.0,34.75,34.875,,,
13/12/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,36.625,36.125,36.375,,,
27/12/1993,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,29.75,29.625,29.6875,,,
30/03/1993,PFE,,,,4pm,BID_GREATER_THAN_ASK,,,,62.25,62.125,62.1875,,,
20/01/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,30.25,30.0,30.125,,,
21/01/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.25,32.75,33.0,,,
31/03/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.0,32.0,32.5,,,
25/04/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,30.75,30.0,30.375,,,
06/05/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,32.25,32.125,32.1875,,,
19/05/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,32.0,31.25,31.625,,,
23/06/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,25.5,25.125,25.3125,,,
13/07/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,29.625,28.625,29.125,,,
20/07/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,27.25,26.75,27.0,,,
22/07/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,30.875,30.625,30.75,,,
25/07/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.625,31.5,31.5625,,,
29/07/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.625,32.125,32.875,,,
03/08/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.125,32.625,32.875,,,
08/08/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.625,33.125,33.375,,,
24/08/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,34.75,34.5,34.625,,,
09/09/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,35.75,35.625,35.6875,,,
05/10/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,37.875,35.5,36.6875,,,
11/10/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,41.375,39.75,40.5625,,,
18/10/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,41.125,41.0,41.0625,,,
21/11/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,38.625,38.25,38.4375,,,
22/11/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,38.125,37.625,37.875,,,
12/12/1994,AAPL,,,,4pm,BID_GREATER_THAN_ASK,,,,36.5,36.125,36.3125,,,
01/08/1994,BAC,,,,4pm,BID_GREATER_THAN_ASK,,,,47.75,47.5,47.625,,,
03/01/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.75,61.5,61.625,,,
07/01/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,65.75,65.0,65.375,,,
19/01/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,63.5,62.5,63.0,,,
16/02/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,67.0,66.5,66.75,,,
01/03/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,67.5,67.0,67.25,,,
17/03/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,73.25,72.5,72.875,,,
07/04/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,70.5,70.0,70.25,,,
13/04/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.5,64.0,64.25,,,
14/04/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,63.75,60.0,61.875,,,
23/05/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.75,59.5,59.625,,,
03/06/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,63.5,63.0,63.25,,,
09/06/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,60.0,59.0,59.5,,,
10/06/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.875,59.75,59.8125,,,
23/06/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.875,58.375,59.125,,,
29/06/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,60.0,59.5,59.75,,,
01/07/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,58.5,58.25,58.375,,,
11/07/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,60.0,59.5,59.75,,,
10/08/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.75,59.5,59.625,,,
25/08/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,65.0,64.5,64.75,,,
26/08/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,66.0,65.25,65.625,,,
29/08/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,66.5,66.25,66.375,,,
30/08/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,67.0,65.75,66.375,,,
02/09/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.0,63.875,63.9375,,,
06/09/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,65.0,64.0,64.5,,,
07/09/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,66.75,66.5,66.625,,,
22/09/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,65.0,64.75,64.875,,,
29/09/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.5,60.75,61.125,,,
05/10/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,58.75,58.5,58.625,,,
07/10/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.25,59.0,59.125,,,
11/10/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.25,60.5,60.875,,,
24/10/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,59.75,59.5,59.625,,,
02/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,63.375,62.5,62.9375,,,
03/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,62.75,61.875,62.3125,,,
04/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.25,60.5,60.875,,,
18/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,63.875,62.75,63.3125,,,
21/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,66.875,66.25,66.5625,,,
22/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,65.875,64.75,65.3125,,,
23/11/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.875,64.125,64.5,,,
06/12/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,65.0,64.625,64.8125,,,
07/12/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.5,64.375,64.4375,,,
20/12/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,61.25,60.75,61.0,,,
29/12/1994,INTC,,,,4pm,BID_GREATER_THAN_ASK,,,,64.375,63.75,64.0625,,,
15/07/1994,JNJ,,,,4pm,BID_GREATER_THAN_ASK,,,,43.625,43.5,43.5625,,,
30/03/1994,MS,,,,4pm,BID_GREATER_THAN_ASK,,,,64.875,64.75,64.8125,,,
21/04/1994,MS,,,,4pm,BID_GREATER_THAN_ASK,,,,62.125,61.875,62.0,,,
15/06/1994,MS,,,,4pm,BID_GREATER_THAN_ASK,,,,60.25,59.75,60.0,,,
14/07/1994,MS,,,,4pm,BID_GREATER_THAN_ASK,,,,60.375,59.5,59.9375,,,
15/07/1994,MS,,,,4pm,BID_GREATER_THAN_ASK,,,,60.75,59.5,60.125,,,
22/11/1994,MS,,,,4pm,BID_GREATER_THAN_ASK,,,,58.125,57.125,57.625,,,
03/01/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,28.5,28.0,28.25,,,
05/01/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.125,30.375,30.75,,,
07/01/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.75,31.5,31.625,,,
10/01/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,33.0,32.125,32.5625,,,
13/01/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,34.625,32.5,33.5625,,,
08/02/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,32.75,32.125,32.4375,,,
07/03/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,35.125,34.5,34.8125,,,
23/03/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,35.0,34.0,34.5,,,
28/03/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.875,31.75,31.8125,,,
15/04/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,30.0,29.875,29.9375,,,
13/05/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.0,30.75,30.875,,,
20/05/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,31.875,31.5,31.6875,,,
03/06/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,37.875,37.0,37.4375,,,
29/06/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,37.875,37.75,37.8125,,,
30/06/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,37.375,37.125,37.25,,,
08/07/1994,ORCL,,,,4pm,BID_GREATER_THAN_ASK,,,,38.875,38.0,38.4375,,,
